Dates conducted,Pollster,Client,Area,Sample size,Con,Lab,Lib,SNP,Grn,Ref,Others,Lead,date_year_appended,end_date
23–25 Feb,Survation,,UK,1002,42%,34%,7%,5%,6%,—,6% Plaid Cymru on 1% Other on 5%,8,23–25 Feb 2021,2021-02-25
22 Feb,Redfield & Wilton,,GB,2000,43%,37%,7%,4%,5%,3%,1% Plaid Cymru on 0% Other on 1%,6,22 Feb 2021,2021-02-22
18–22 Feb,Kantar Public,,GB,1114,40%,33%,11%,4%,6%,3%,4% UKIP on 2% Plaid Cymru on 1% Other on 1%,7,18–22 Feb 2021,2021-02-22
19–21 Feb,Savanta ComRes Archived 2 July 2022 at the Wayback Machine[44],,UK,2189,40%,38%,7%,4%,3%,3%,6% Plaid Cymru on 1% Other on 5%,2,19–21 Feb 2021,2021-02-21
17–18 Feb,YouGov,The Times,GB,1663,40%,37%,7%,5%,6%,3%,2% Plaid Cymru on 1% Other on 1%,3,17–18 Feb 2021,2021-02-18
15 Feb,Redfield & Wilton,,GB,2000,41%,39%,8%,5%,5%,2%,1% Plaid Cymru on 0% Other on 1%,2,15 Feb 2021,2021-02-15
12–14 Feb,Savanta ComRes,,UK,2170,42%,37%,7%,4%,3%,2%,7% Plaid Cymru on 1% Other on 4%,5,12–14 Feb 2021,2021-02-14
11–12 Feb,Opinium,The Observer,UK,2006,42%,37%,6%,5%,5%,0%,5% Plaid Cymru on 1% UKIP on 1% Other on 3%,5,11–12 Feb 2021,2021-02-12
9–10 Feb,YouGov,The Times,GB,1660,41%,36%,6%,5%,7%,3%,4% Plaid Cymru on 1% Other on 3%,5,9–10 Feb 2021,2021-02-10
8 Feb,Redfield & Wilton,,GB,2000,43%,38%,7%,5%,4%,2%,1% Plaid Cymru on 0% Other on 1%,5,8 Feb 2021,2021-02-08
5–7 Feb,Savanta ComRes Archived 16 February 2021 at the Wayback Machine[45],,UK,2119,41%,37%,8%,4%,4%,2%,5% Plaid Cymru on 1% Other on 4%,4,5–7 Feb 2021,2021-02-07
5–6 Feb,Survation,,UK,1003,39%,33%,9%,5%,7%,—,6% Plaid Cymru on 1% Other on 5%,6,5–6 Feb 2021,2021-02-06
29 Jan – 4 Feb,Ipsos,Evening Standard,GB,1056,42%,38%,7%,5%,8%,0%,0% Plaid Cymru on 0% Other on 0%,4,29 Jan – 4 Feb 2021,2021-02-04
2–3 Feb,YouGov,The Times,GB,1684,41%,37%,6%,5%,6%,3%,3% Plaid Cymru on 1% Other on 2%,4,2–3 Feb 2021,2021-02-03
2 Feb,FindOutNow,,GB,5002,39%,38%,7%,6%[f],6%,3%,1% Other on 1%,1,2 Feb 2021,2021-02-02
1 Feb,Redfield & Wilton,,GB,2000,40%,38%,8%,5%,4%,3%,1% Plaid Cymru on 0% Other on 1%,2,1 Feb 2021,2021-02-01
25 Jan – 1 Feb,Number Cruncher Politics,ITV,UK,2001,43%,37%,5%,5%,5%,3%,2% Plaid Cymru on 1% Other on 1%,6,25 Jan – 1 Feb 2021,2021-02-01
29–31 Jan,Savanta ComRes Archived 15 February 2021 at the Wayback Machine[46],,UK,2288,41%,38%,6%,5%,3%,2%,5% Plaid Cymru on 1% Other on 4%,3,29–31 Jan 2021,2021-01-31
28–29 Jan,Opinium Archived 6 February 2021 at the Wayback Machine[47],The Observer,UK,2002,41%,38%,7%,5%,4%,1%,4% Plaid Cymru on 1% UKIP on 2% Other on 1%,3,28–29 Jan 2021,2021-01-29
26–27 Jan,YouGov,The Times,GB,1721,37%,41%,6%,5%,4%,3%,4% Plaid Cymru on 1% Other on 3%,4,26–27 Jan 2021,2021-01-27
25 Jan,Redfield & Wilton,,GB,2000,42%,37%,8%,5%,4%,3%,2% Plaid Cymru on 0% Other on 2%,5,25 Jan 2021,2021-01-25
21–25 Jan,Kantar Public,,GB,1100,40%,37%,10%,4%,5%,2%,2% UKIP on 1% Other on 1%,3,21–25 Jan 2021,2021-01-25
22–24 Jan,Savanta ComRes,,UK,2070,40%,37%,8%,5%,3%,2%,4% Plaid Cymru on 0% Other on 4%,3,22–24 Jan 2021,2021-01-24
21–23 Jan,Deltapoll,The Mail on Sunday,GB,1632,41%,39%,7%,4%,3%,2%,4% UKIP on 3% Plaid Cymru on 0% Other on 1%,2,21–23 Jan 2021,2021-01-23
21–22 Jan,YouGov,The Times,GB,1703,39%,38%,5%,5%,6%,4%,3% Plaid Cymru on 1% Other on 2%,1,21–22 Jan 2021,2021-01-22
18 Jan,Redfield & Wilton,,GB,2000,40%,38%,8%,4%,5%,2%,2% Plaid Cymru on 0% Other on 2%,2,18 Jan 2021,2021-01-18
15–17 Jan,Savanta ComRes Archived 29 January 2021 at the Wayback Machine[48],,UK,1914,39%,37%,7%,5%,3%,2%,5% Plaid Cymru on 0% Other on 5%,2,15–17 Jan 2021,2021-01-17
14–15 Jan,Opinium Archived 22 January 2021 at the Wayback Machine[49],The Observer,UK,2003,37%,41%,6%,6%,4%,—,5% Plaid Cymru on 1% UKIP on 1% Other on 3%,4,14–15 Jan 2021,2021-01-15
13–14 Jan,YouGov,The Times,GB,1702,38%,39%,5%,5%,6%,3%,3% Plaid Cymru on 1% Other on 2%,1,13–14 Jan 2021,2021-01-14
12–13 Jan,Survation,,UK,1033,40%,38%,7%,4%,5%,1%,6% Plaid Cymru on 0% Other on 6%,2,12–13 Jan 2021,2021-01-13
11 Jan,Redfield & Wilton,,GB,2000,41%,37%,8%,5%,5%,2%,1% Plaid Cymru on 0% Other on 1%,4,11 Jan 2021,2021-01-11
8–10 Jan,Savanta ComRes Archived 15 January 2021 at the Wayback Machine[50],,UK,1550,40%,37%,8%,4%,4%,2%,5% Plaid Cymru on 1% Other on 4%,3,8–10 Jan 2021,2021-01-10
6–7 Jan,Opinium,The Observer,UK,2003,39%,40%,6%,5%,4%,—,6% UKIP on 2% Plaid Cymru on 1% Other on 3%,1,6–7 Jan 2021,2021-01-07
4–5 Jan,YouGov,The Times,GB,1704,39%,39%,6%,5%,6%,3%,3% Plaid Cymru on 1% Other on 2%,Tie,4–5 Jan 2021,2021-01-05
Dates conducted,Pollster,Client,Area,Sample size,,,,,,,Others,Lead,Dates conducted 2020,
26–30 Dec,Deltapoll,Daily Mirror,GB,1608,43%,38%,4%,5%,5%,3%,3% UKIP on 2% Plaid Cymru on 0% Other on 1%,5,26–30 Dec 2020,2020-12-30
4–29 Dec,Focaldata (MRP),,GB,22186,36%,38%,9%,4%,7%,4%,3% Plaid Cymru on 1% Other on 2%,2,4–29 Dec 2020,2020-12-29
22 Dec,Survation,,UK,1011,39%,38%,8%,5%,4%,1%,6% Plaid Cymru on 0% Other on 6%,1,22 Dec 2020,2020-12-22
21–22 Dec,YouGov,The Times,GB,1713,37%,41%,5%,5%,5%,4%,2% Plaid Cymru on 1% Other on 1%,4,21–22 Dec 2020,2020-12-22
18–21 Dec,Savanta ComRes Archived 9 January 2021 at the Wayback Machine[51],Daily Express,UK,1433,41%,39%,8%,5%,4%,2%,2% Plaid Cymru on 1% Other on 1%,2,18–21 Dec 2020,2020-12-21
16–17 Dec,Opinium,The Observer,UK,2001,39%,39%,6%,5%,4%,—,7% Plaid Cymru on 1% UKIP on 3% Other on 3%,Tie,16–17 Dec 2020,2020-12-17
15–16 Dec,YouGov,The Times,GB,1898,39%,37%,6%,5%,6%,4%,3% Plaid Cymru on 1% Other on 2%,2,15–16 Dec 2020,2020-12-16
10–14 Dec,Kantar Public,,GB,1137,38%,37%,10%,5%,3%,3%,3% UKIP on 1% Plaid Cymru on 1% Other on 1%,1,10–14 Dec 2020,2020-12-14
11–13 Dec,Savanta ComRes Archived 19 December 2020 at the Wayback Machine[52],,UK,1295,38%,37%,8%,5%,5%,4%,3% Plaid Cymru on 0% Other on 3%,1,11–13 Dec 2020,2020-12-13
4–10 Dec,Ipsos,Evening Standard,GB,1027,41%,41%,6%,5%,5%,0%,2% UKIP on 0% Plaid Cymru on 1% Other on 1%,Tie,4–10 Dec 2020,2020-12-10
4–10 Dec,Survation,,UK,3452,39%,37%,8%,5%,5%,1%,5% Plaid Cymru on 0% Other on 5%,2,4–10 Dec 2020,2020-12-10
8–9 Dec,YouGov,The Times,GB,1699,37%,37%,8%,5%,6%,5%,2% Plaid Cymru on 1% Other on 1%,Tie,8–9 Dec 2020,2020-12-09
27 Nov – 8 Dec,Opinium,The Observer,UK,6949,40%,38%,6%,5%,4%,0%,5% Plaid Cymru on 1% UKIP on 2% Other on 2%,2,27 Nov – 8 Dec 2020,2020-12-08
3–4 Dec,Opinium,The Observer,UK,2002,38%,40%,6%,6%,3%,—,8% Plaid Cymru on 1% UKIP on 3% Other on 4%,2,3–4 Dec 2020,2020-12-04
2–3 Dec,YouGov,The Times,GB,1706,38%,38%,6%,5%,5%,3%,4% Plaid Cymru on 1% Other on 3%,Tie,2–3 Dec 2020,2020-12-03
2 Dec,Redfield & Wilton,,GB,2000,40%,37%,9%,5%,6%,—,4% Plaid Cymru on 1% Other on 3%,3,2 Dec 2020,2020-12-02
27–29 Nov,Savanta ComRes Archived 2 December 2020 at the Wayback Machine[53],,UK,1428,39%,38%,8%,5%,3%,3%,5% Plaid Cymru on 1% Other on 4%,1,27–29 Nov 2020,2020-11-29
26–28 Nov,Deltapoll,Daily Mail,GB,1525,37%,38%,9%,4%,4%,3%,5% UKIP on 4% Plaid Cymru on 1% Other on 0%,1,26–28 Nov 2020,2020-11-28
20–28 Nov,Number Cruncher Politics,,GB,1001,39%,37%,7%,5%,5%,4%,2% Plaid Cymru on 1% Other on 1%,2,20–28 Nov 2020,2020-11-28
26–27 Nov,YouGov,The Times,GB,1696,37%,40%,5%,6%,5%,5%,3% Plaid Cymru on 1% Other on 2%,3,26–27 Nov 2020,2020-11-27
20–22 Nov,Savanta ComRes Archived 27 November 2020 at the Wayback Machine[54],,UK,1272,39%,37%,7%,5%,4%,3%,5% Plaid Cymru on 1% Other on 4%,2,20–22 Nov 2020,2020-11-22
19–20 Nov,Opinium,The Observer,UK,2001,41%,38%,6%,6%,4%,—,5% Plaid Cymru on 1%  UKIP on 2% Other on 2%,3,19–20 Nov 2020,2020-11-20
19 Nov,Redfield & Wilton,,GB,2500,40%,39%,8%,5%,4%,—,4% Plaid Cymru on 0% Other on 4%,1,19 Nov 2020,2020-11-19
17–18 Nov,YouGov,The Times,GB,1700,38%,37%,7%,6%,6%,4%,3% Plaid Cymru on 1% Other on 2%,1,17–18 Nov 2020,2020-11-18
13–15 Nov,Savanta ComRes Archived 21 November 2020 at the Wayback Machine[55],,UK,2075,41%,38%,5%,5%,4%,2%,4% Plaid Cymru on 0% Other on 4%,3,13–15 Nov 2020,2020-11-15
11–12 Nov,YouGov,The Times,GB,1632,38%,40%,5%,5%,5%,4%,2% Plaid Cymru on 1% Other on 1%,2,11–12 Nov 2020,2020-11-12
11 Nov,Redfield & Wilton,,GB,2500,40%,40%,7%,5%,5%,—,3% Plaid Cymru on 0% Other on 3%,Tie,11 Nov 2020,2020-11-11
6–9 Nov,Savanta ComRes Archived 12 November 2020 at the Wayback Machine[56],,UK,2130,40%,36%,8%,5%,5%,2%,3% Plaid Cymru on 0% Other on 3%,4,6–9 Nov 2020,2020-11-09
5–9 Nov,Kantar Public,,GB,1141,40%,36%,8%,5%,5%,2%,3% Plaid Cymru on 0% UKIP on 1% Other on 1%,4,5–9 Nov 2020,2020-11-09
5–6 Nov,Opinium,The Observer,UK,2003,38%,42%,7%,5%,3%,—,6% Plaid Cymru on 1% UKIP on 2% Other on 3%,4,5–6 Nov 2020,2020-11-06
5–6 Nov,Survation,,UK,1034,39%,37%,9%,5%,4%,2%,4% Plaid Cymru on 0% Other on 4%,2,5–6 Nov 2020,2020-11-06
4–5 Nov,YouGov,The Times,GB,1665,35%,40%,7%,5%,4%,6%,3% Plaid Cymru on 1% Other on 2%,5,4–5 Nov 2020,2020-11-05
30 Oct – 2 Nov,Savanta ComRes Archived 21 November 2020 at the Wayback Machine[57],,UK,2126,40%,40%,7%,5%,3%,2%,2% Plaid Cymru on 0% Other on 2%,Tie,30 Oct – 2 Nov 2020,2020-11-02
28–29 Oct,YouGov,The Times,GB,1658,38%,38%,6%,5%,5%,4%,3% Plaid Cymru on 1% Other on 2%,Tie,28–29 Oct 2020,2020-10-29
28 Oct,Redfield & Wilton,,GB,3000,39%,41%,7%,4%,4%,—,4% Plaid Cymru on 0% Other on 4%,2,28 Oct 2020,2020-10-28
22–28 Oct,Ipsos,Evening Standard,GB,1007,37%,42%,8%,6%,5%,1%,2% Plaid Cymru on 1% Other on 1%,5,22–28 Oct 2020,2020-10-28
23–26 Oct,Savanta ComRes Archived 2 November 2020 at the Wayback Machine[58],,UK,2111,42%,39%,7%,4%,3%,2%,2% Plaid Cymru on 0% Other on 2%,3,23–26 Oct 2020,2020-10-26
22–24 Oct,Deltapoll,The Mail on Sunday,GB,1589,42%,39%,7%,3%,3%,3%,4% Plaid Cymru on 0% UKIP on 2% Other on 2%,3,22–24 Oct 2020,2020-10-24
22–23 Oct,Opinium,The Observer,UK,2002,38%,40%,6%,5%,5%,—,6% Plaid Cymru on 1% UKIP on 2% Other on 3%,2,22–23 Oct 2020,2020-10-23
21–22 Oct,YouGov,The Times,GB,1665,40%,39%,7%,5%,5%,3%,3% Plaid Cymru on 1% Other on 2%,1,21–22 Oct 2020,2020-10-22
21 Oct,Redfield & Wilton,,GB,3000,40%,40%,7%,5%,4%,—,4% Plaid Cymru on 0% Other on 3%,Tie,21 Oct 2020,2020-10-21
16–18 Oct,Savanta ComRes,,UK,2274,42%,36%,8%,4%,3%,2%,5% Plaid Cymru on 1% Other on 4%,6,16–18 Oct 2020,2020-10-18
9–17 Oct,Number Cruncher Politics,Peston,GB,2088,41%,38%,5%,5%,6%,4%,1% Plaid Cymru on 0% Other on 1%,3,9–17 Oct 2020,2020-10-17
14–15 Oct,YouGov,The Times,GB,1675,39%,38%,6%,5%,6%,5%,2% Plaid Cymru on 1% Other on 1%,1,14–15 Oct 2020,2020-10-15
9–11 Oct,Savanta ComRes,,UK,2123,39%,39%,7%,5%,4%,3%,4% Plaid Cymru on 1% Other on 3%,Tie,9–11 Oct 2020,2020-10-11
8–9 Oct,Opinium,The Observer,UK,2001,40%,40%,6%,6%,3%,—,6% Plaid Cymru on 1%  UKIP on 3% Other on 2%,Tie,8–9 Oct 2020,2020-10-09
6–7 Oct,Redfield & Wilton,,GB,3000,41%,39%,8%,4%,4%,—,3% Plaid Cymru on 0% Other on 3%,2,6–7 Oct 2020,2020-10-07
6–7 Oct,YouGov,The Times,GB,1673,41%,38%,5%,5%,6%,3%,5% Plaid Cymru on 1% Other on 1%,3,6–7 Oct 2020,2020-10-07
5–6 Oct,Survation,,UK,1022,41%,37%,7%,4%,4%,1%,6% Plaid Cymru on 1% Other on 5%,4,5–6 Oct 2020,2020-10-06
2–4 Oct,Savanta ComRes,,UK,2081,42%,39%,7%,4%,3%,2%,3% Plaid Cymru on 1% Other on 2%,3,2–4 Oct 2020,2020-10-04
30 Sep – 1 Oct,Redfield & Wilton,,GB,4000,39%,39%,8%,5%,5%,—,3% Plaid Cymru on 0% Other on 3%,Tie,30 Sep – 1 Oct 2020,2020-10-01
29–30 Sep,YouGov,The Times,GB,1700,39%,39%,6%,5%,5%,4%,2% Plaid Cymru on 1% Other on 1%,Tie,29–30 Sep 2020,2020-09-30
25–28 Sep,Savanta ComRes,,UK,2112,41%,38%,8%,5%,3%,2%,2% Plaid Cymru on 0% Other on 2%,3,25–28 Sep 2020,2020-09-28
24–25 Sep,Deltapoll,The Mail on Sunday,GB,1583,42%,38%,6%,5%,4%,3%,2% Plaid Cymru on 0% UKIP on 2% Other on 0%,4,24–25 Sep 2020,2020-09-25
23–25 Sep,Opinium,The Observer,UK,2002,39%,42%,5%,6%,4%,—,4% UKIP on 1% Plaid Cymru on 1% Other on 2%,3,23–25 Sep 2020,2020-09-25
23–24 Sep,YouGov,The Times,GB,1623,41%,38%,6%,4%,5%,3%,3% Plaid Cymru on 1% Other on 2%,3,23–24 Sep 2020,2020-09-24
22–23 Sep,Redfield & Wilton,,GB,2500,40%,40%,7%,4%,5%,—,3% Plaid Cymru on 0% Other on 3%,Tie,22–23 Sep 2020,2020-09-23
17–21 Sep,Kantar Public,,GB,1125,40%,38%,9%,4%,4%,3%,7% Plaid Cymru on 1% UKIP on 2% Other on 1%,2,17–21 Sep 2020,2020-09-21
18–20 Sep,Savanta ComRes,,UK,2109,40%,37%,8%,5%,3%,3%,4% Plaid Cymru on 0% Other on 4%,3,18–20 Sep 2020,2020-09-20
11–18 Sep,Ipsos,Evening Standard,GB,1013,40%,37%,8%,7%,5%,0%,2% Plaid Cymru on 0% UKIP on 1% Other on 1%,3,11–18 Sep 2020,2020-09-18
16–17 Sep,YouGov,The Times,GB,1618,40%,40%,6%,4%,5%,3%,2% Plaid Cymru on 1% Other on 1%,Tie,16–17 Sep 2020,2020-09-17
15–16 Sep,Survation,,UK,1003,40%,38%,7%,5%,4%,1%,5% Plaid Cymru on 1% Other on 4%,2,15–16 Sep 2020,2020-09-16
15–16 Sep,Redfield & Wilton,,GB,2500,41%,39%,8%,5%,5%,—,3% Plaid Cymru on 0% Other on 3%,2,15–16 Sep 2020,2020-09-16
9–11 Sep,Opinium,The Observer,GB,2001,42%,39%,6%,5%,4%,—,4% Plaid Cymru on 1% UKIP on 1% Other on 1%,3,9–11 Sep 2020,2020-09-11
8–9 Sep,YouGov,The Times,GB,1615,42%,37%,6%,5%,4%,3%,2% Plaid Cymru on 1% Other on 1%,5,8–9 Sep 2020,2020-09-09
4–8 Sep,Number Cruncher Politics,Bloomberg,GB,1001,42%,38%,6%,5%,5%,2%,2% Plaid Cymru on 0% Other on 2%,4,4–8 Sep 2020,2020-09-08
3–4 Sep,YouGov,The Times,GB,1633,43%,37%,6%,6%,4%,3%,2% Plaid Cymru on 1% Other on 1%,6,3–4 Sep 2020,2020-09-04
2–4 Sep,Survation,,UK,1047,40%,38%,8%,5%,4%,1%,4% Plaid Cymru on 1% Other on 3%,2,2–4 Sep 2020,2020-09-04
1–2 Sep,Redfield & Wilton,,GB,2500,43%,37%,8%,4%,4%,—,3% Plaid Cymru on 0% Other on 3%,6,1–2 Sep 2020,2020-09-02
26–28 Aug,Opinium,The Observer,GB,2002,40%,40%,6%,5%,3%,—,2% Plaid Cymru on 0% UKIP on 2%,Tie,26–28 Aug 2020,2020-08-28
27 Aug,Ed Davey is elected leader of the Liberal Democrats[59],Ed Davey is elected leader of the Liberal Democrats[59],Ed Davey is elected leader of the Liberal Democrats[59],Ed Davey is elected leader of the Liberal Democrats[59],Ed Davey is elected leader of the Liberal Democrats[59],Ed Davey is elected leader of the Liberal Democrats[59],Ed Davey is elected leader of the Liberal Democrats[59],Ed Davey is elected leader of the Liberal Democrats[59],Ed Davey is elected leader of the Liberal Democrats[59],Ed Davey is elected leader of the Liberal Democrats[59],Ed Davey is elected leader of the Liberal Democrats[59],Ed Davey is elected leader of the Liberal Democrats[59],27 Aug 2020,2020-08-27
24–25 Aug,YouGov,The Times,GB,1669,43%,36%,6%,5%,4%,3%,2% Plaid Cymru on 1% Other on 1%,7,24–25 Aug 2020,2020-08-25
24 Aug,Redfield & Wilton,,GB,2000,42%,37%,9%,4%,5%,—,3% Plaid Cymru on 0% Other on 3%,5,24 Aug 2020,2020-08-24
21 Aug,Survation,,UK,1005,41%,37%,9%,5%,4%,1%,3% Plaid Cymru on 0% Other on 3%,4,21 Aug 2020,2020-08-21
19 Aug,Redfield & Wilton,,GB,2000,44%,37%,7%,4%,4%,—,3% Plaid Cymru on 0% Other on 3%,7,19 Aug 2020,2020-08-19
18–19 Aug,YouGov,The Times,GB,1652,40%,38%,6%,5%,6%,4%,2% Plaid Cymru on 1% Other on 1%,2,18–19 Aug 2020,2020-08-19
14–16 Aug,Savanta ComRes,,UK,2083,42%,37%,7%,4%,3%,2%,5% Plaid Cymru on 1% Other on 4%,5,14–16 Aug 2020,2020-08-16
13–14 Aug,Opinium,The Observer,GB,2005,42%,39%,5%,5%,3%,—,6% UKIP on 3% Plaid Cymru on 1% Other on 2%,3,13–14 Aug 2020,2020-08-14
12 Aug,Redfield & Wilton,,GB,2000,43%,36%,9%,4%,4%,—,3% Plaid Cymru on 0% Other on 3%,7,12 Aug 2020,2020-08-12
11–12 Aug,YouGov,The Times,GB,1634,44%,35%,5%,6%,5%,3%,2% Plaid Cymru on 1% Other on 1%,9,11–12 Aug 2020,2020-08-12
6–10 Aug,Kantar Public,,GB,1161,42%,35%,8%,6%,3%,3%,3% UKIP on 1% Plaid Cymru on 1% Other on 1%,7,6–10 Aug 2020,2020-08-10
4–5 Aug,YouGov,The Times,GB,1606,42%,36%,8%,5%,5%,2%,2% Plaid Cymru on 1% UKIP on 0% Other on 1%,6,4–5 Aug 2020,2020-08-05
30 Jul – 4 Aug,Ipsos,Evening Standard,GB,1019,45%,37%,6%,5%,5%,1%,1% Plaid Cymru on 0% Other on 1%,8,30 Jul – 4 Aug 2020,2020-08-04
31 Jul – 3 Aug,Survation,,UK,1019,44%,35%,8%,4%,5%,0%,3% Plaid Cymru on 0% Other on 3%,9,31 Jul – 3 Aug 2020,2020-08-03
30–31 Jul,YouGov,The Times,GB,1623,43%,35%,6%,5%,5%,3%,2% Plaid Cymru on 1% UKIP on 0% Other on 1%,8,30–31 Jul 2020,2020-07-31
30–31 Jul,Opinium,The Observer,GB,2002,41%,38%,6%,6%,4%,—,6% UKIP on 2% Plaid Cymru on 1% Other on 3%,3,30–31 Jul 2020,2020-07-31
29 Jul,Redfield & Wilton,,GB,2000,43%,38%,7%,4%,4%,—,3% Plaid Cymru on 0% Other on 3%,5,29 Jul 2020,2020-07-29
23–24 Jul,Opinium,The Observer,GB,2002,42%,38%,6%,5%,4%,—,5% UKIP on 2% Plaid Cymru on 1% Other on 2%,4,23–24 Jul 2020,2020-07-24
22–23 Jul,YouGov,The Times,GB,1648,44%,35%,7%,5%,4%,3%,2% Plaid Cymru on 1% UKIP on 0% Other on 1%,9,22–23 Jul 2020,2020-07-23
22 Jul,Redfield & Wilton,,GB,2000,44%,36%,8%,4%,5%,—,4% Plaid Cymru on 1% Other on 3%,8,22 Jul 2020,2020-07-22
17–19 Jul,Savanta ComRes,,UK,2085,43%,37%,6%,5%,2%,2%,5% Plaid Cymru on 1% Other on 4%,6,17–19 Jul 2020,2020-07-19
15–17 Jul,Opinium,The Observer,GB,2003,44%,36%,6%,6%,4%,—,4% UKIP on 1% Plaid Cymru on 1% Other on 2%,8,15–17 Jul 2020,2020-07-17
15 Jul,Redfield & Wilton,,GB,2000,44%,37%,8%,4%,4%,—,2% Plaid Cymru on 0% Other on 2%,7,15 Jul 2020,2020-07-15
9–13 Jul,Kantar Public,,GB,1131,45%,35%,9%,5%,2%,2%,3% UKIP on 2% Plaid Cymru on 1%,10,9–13 Jul 2020,2020-07-13
10–12 Jul,Survation,,UK,2022,42%,36%,8%,4%,5%,1%,4% Plaid Cymru on 1% Other on 3%,6,10–12 Jul 2020,2020-07-12
9–10 Jul,Opinium,The Observer,GB,2002,42%,38%,6%,6%,4%,—,4% UKIP on 2% Plaid Cymru on 1% Other on 1%,4,9–10 Jul 2020,2020-07-10
9–10 Jul,Deltapoll,The Mail on Sunday,GB,1541,44%,38%,7%,3%,3%,3%,2% UKIP on 1% Plaid Cymru on 0% Other on 1%,6,9–10 Jul 2020,2020-07-10
8–9 Jul,YouGov,The Times,GB,1614,46%,36%,6%,5%,3%,2%,2% Plaid Cymru on 1% UKIP on 0% Other on 1%,10,8–9 Jul 2020,2020-07-09
8 Jul,Redfield & Wilton,,GB,2000,44%,39%,7%,4%,4%,—,2% Plaid Cymru on 0% Other on 2%,5,8 Jul 2020,2020-07-08
3–6 Jul,Survation,,UK,1012,44%,37%,7%,4%,4%,0%,3% Plaid Cymru on 0% Other on 3%,7,3–6 Jul 2020,2020-07-06
2–3 Jul,Deltapoll,The Mail on Sunday,GB,1549,41%,36%,7%,3%,5%,4%,4% UKIP on 3% Plaid Cymru on 0% Other on 1%,5,2–3 Jul 2020,2020-07-03
1–3 Jul,Opinium,The Observer,GB,2002,41%,37%,8%,5%,4%,—,5% UKIP on 2% Plaid Cymru on 1% Other on 2%,4,1–3 Jul 2020,2020-07-03
1 Jul,Redfield & Wilton,Election Maps UK,GB,2000,42%,38%,8%,4%,5%,—,2% Plaid Cymru on 0% Other on 2%,4,1 Jul 2020,2020-07-01
26–28 Jun,YouGov,The Times,GB,1626,45%,37%,5%,5%,4%,2%,1% UKIP on 0% Plaid Cymru on 1%,8,26–28 Jun 2020,2020-06-28
25–26 Jun,Opinium,The Observer,GB,2001,43%,39%,6%,5%,4%,—,4% UKIP on 2% Plaid Cymru on 1% Other on 1%,4,25–26 Jun 2020,2020-06-26
25 Jun,Redfield & Wilton,Election Maps UK,GB,2000,44%,38%,7%,4%,4%,—,2% Plaid Cymru on 0% Other on 2%,6,25 Jun 2020,2020-06-25
24–25 Jun,Survation,,UK,2003,43%,36%,8%,5%,4%,0%,4% Plaid Cymru on 0% Other on 4%,7,24–25 Jun 2020,2020-06-25
18–19 Jun,Opinium,The Observer,GB,2001,44%,40%,5%,5%,3%,—,3% UKIP on 1% Plaid Cymru on 1% Other on 1%,4,18–19 Jun 2020,2020-06-19
18 Jun,Redfield & Wilton,,GB,2000,43%,38%,8%,4%,4%,—,4% Plaid Cymru on 1% Other on 3%,5,18 Jun 2020,2020-06-18
11–15 Jun,Kantar Public,,GB,1124,43%,35%,8%,5%,4%,2%,1% UKIP on 1% Plaid Cymru on 0%,8,11–15 Jun 2020,2020-06-15
12–14 Jun,Savanta ComRes,The Daily Telegraph,UK,2106,40%,36%,9%,5%,3%,3%,5% Plaid Cymru on 1% Other on 4%,4,12–14 Jun 2020,2020-06-14
11–12 Jun,Opinium,The Observer,GB,2001,44%,39%,6%,5%,2%,—,2% UKIP on 1% Plaid Cymru on 0% Other on 1%,5,11–12 Jun 2020,2020-06-12
11–12 Jun,YouGov,The Times,GB,1693,45%,37%,6%,5%,4%,2%,1% Plaid Cymru on 1% UKIP on 0%,8,11–12 Jun 2020,2020-06-12
11 Jun,Redfield & Wilton,,GB,1500,41%,39%,9%,5%,4%,—,2% Plaid Cymru on 0% Other on 2%,2,11 Jun 2020,2020-06-11
9–10 Jun,Survation,,UK,1062,42%,36%,8%,5%,4%,1%,4% Plaid Cymru on 1% Other on 3%,6,9–10 Jun 2020,2020-06-10
5–10 Jun,Ipsos,Evening Standard,GB,1059,43%,38%,10%,4%,1%,3%,1% Plaid Cymru on 0% Other on 1%,5,5–10 Jun 2020,2020-06-10
4–5 Jun,Opinium,The Observer,GB,2002,43%,40%,6%,5%,3%,—,3% UKIP on 2% Plaid Cymru on 1%,3,4–5 Jun 2020,2020-06-05
4–5 Jun,Deltapoll,The Mail on Sunday,GB,1547,41%,38%,8%,2%,4%,3%,3% UKIP on 2% Plaid Cymru on 0% Other on 1%,3,4–5 Jun 2020,2020-06-05
3 Jun,Survation,,UK,1018,41%,39%,7%,4%,4%,1%,4% Plaid Cymru on 1% Other on 3%,2,3 Jun 2020,2020-06-03
3 Jun,Redfield & Wilton,,GB,1500,43%,36%,9%,4%,5%,—,4% Plaid Cymru on 1% Other on 3%,7,3 Jun 2020,2020-06-03
29–30 May,YouGov,The Times,GB,1650,45%,35%,6%,5%,5%,2%,1% Plaid Cymru on 0% UKIP on 0% Other on 1%,10,29–30 May 2020,2020-05-30
28–29 May,Opinium,The Observer,GB,2012,43%,39%,6%,5%,3%,—,4% UKIP on 1% Plaid Cymru on 1% Other on 2%,4,28–29 May 2020,2020-05-29
27–28 May,Deltapoll,The Mail on Sunday,GB,1557,43%,38%,8%,3%,4%,2%,2% UKIP on 2% Plaid Cymru on 0%,5,27–28 May 2020,2020-05-28
